age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
3,7,174995,1,2,8,5,0,0,0,0,2,0,0
1,5,289909,2,1,5,2,0,1,0,0,1,0,0
2,7,154641,3,1,4,2,0,1,0,0,2,0,1
1,7,209034,1,1,7,0,0,0,1,0,1,0,0
1,7,203488,2,0,1,3,0,1,0,0,2,0,0
2,7,141118,4,2,5,1,0,0,0,0,2,0,1
1,7,169589,2,1,8,2,0,1,0,0,1,0,0
1,7,137645,3,0,3,3,4,0,0,0,1,0,0
4,6,489085,3,1,5,2,4,1,0,0,1,0,0
2,7,36302,2,1,8,2,0,1,0,0,2,0,0
2,7,253420,1,2,2,5,4,0,0,0,1,0,0
2,7,269300,1,2,2,3,4,0,0,0,1,0,0
0,7,282609,0,0,6,4,0,1,0,0,1,1,0
3,7,346978,3,2,5,5,0,0,0,0,1,0,0
6,7,182395,3,0,1,3,0,1,1,0,2,0,1
3,7,205051,0,2,8,5,0,0,0,0,1,0,0
3,7,128736,0,2,3,3,0,0,0,0,1,0,0
2,7,236110,0,1,5,2,0,1,0,0,1,1,1
2,7,312271,3,1,5,2,0,1,0,0,2,0,1
4,7,126978,1,1,7,0,1,0,0,0,1,1,0
3,7,204692,1,1,1,2,0,1,0,0,1,0,0
3,7,195956,3,2,0,5,0,0,0,0,1,0,0
4,5,202682,1,1,3,2,0,1,0,0,1,0,0
1,7,231912,2,0,8,1,0,0,0,0,1,0,0
3,6,24982,2,1,4,2,0,1,0,0,1,0,1
6,7,278938,3,2,5,3,0,0,0,0,0,0,0
3,6,36489,0,0,2,3,0,1,0,0,1,0,0
2,6,154874,2,1,12,2,0,1,0,0,1,0,0
3,7,74581,1,1,1,2,0,1,0,0,2,0,1
1,7,311446,1,1,8,0,0,0,1,0,1,0,1
2,2,162164,1,1,1,2,0,1,0,0,1,0,0
2,7,239708,0,1,10,2,0,1,0,0,2,0,0
3,3,162856,2,2,4,3,2,0,0,0,1,0,0
3,2,85109,2,0,1,3,0,1,0,0,2,0,0
3,7,169042,1,2,5,5,0,0,0,1,1,1,0
1,7,436798,2,1,0,2,0,1,0,0,1,0,0
3,7,345363,1,2,4,3,0,0,0,0,1,1,0
2,7,49837,2,2,5,3,0,0,0,0,1,0,0
4,7,296516,2,1,5,2,0,1,0,0,2,0,0
1,5,180283,1,0,2,3,4,0,0,0,1,0,0
2,6,95639,1,0,1,4,2,1,0,0,1,0,0
3,7,33155,1,1,7,2,0,1,0,0,2,0,0
4,7,329059,1,1,7,2,0,1,0,0,1,1,1
4,7,24694,2,2,5,3,0,0,0,0,1,0,0
1,7,443855,1,1,2,2,0,1,0,0,1,1,0
4,7,294691,1,1,5,2,0,1,0,0,1,0,0
2,7,301867,2,0,8,5,1,0,0,0,1,0,0
4,7,226875,1,1,3,2,0,1,1,0,1,0,0
3,7,362835,3,1,3,2,0,1,0,0,2,0,1
1,7,180339,2,0,3,1,0,0,0,0,3,0,0
4,2,207489,3,2,3,3,0,0,0,0,2,1,0
3,7,336643,1,0,4,3,0,0,0,0,2,0,0
2,7,143653,2,1,3,2,0,1,0,0,2,0,0
5,5,101475,2,2,5,3,0,0,0,0,1,0,0
3,6,263871,1,1,8,2,0,1,0,0,0,0,0
2,3,77820,1,1,1,2,0,1,0,0,1,0,1
1,7,95465,1,0,0,3,0,1,0,0,2,0,0
1,7,257910,2,0,2,3,0,1,0,0,2,0,0
1,7,244372,1,1,8,0,0,0,0,0,2,0,1
2,3,126738,1,1,9,2,0,1,0,0,3,0,0
6,2,97082,0,2,3,3,0,1,1,0,2,0,1
5,7,133164,0,0,2,3,0,1,0,0,2,0,0
1,3,104617,0,0,2,4,0,0,0,0,3,1,0
4,2,105339,3,1,4,2,0,1,1,0,2,0,1
4,2,258735,1,2,12,3,0,1,0,0,3,0,0
2,7,182926,1,1,1,2,0,1,0,0,2,0,1
2,7,166193,1,2,7,1,0,1,0,0,1,0,0
1,6,206125,0,1,1,2,0,1,0,0,2,0,0
3,7,346594,1,2,2,5,0,0,0,0,1,0,0
1,7,108301,1,2,2,5,0,0,0,0,0,0,0
2,7,73498,0,2,2,5,0,0,0,0,1,0,0
2,7,129150,2,1,5,2,0,1,0,0,0,0,1
1,7,181280,4,0,6,5,0,1,0,0,1,0,0
2,7,146908,4,1,5,2,0,1,0,0,2,0,1
3,7,183765,2,2,0,3,0,1,0,0,1,0,1
1,7,164488,3,0,0,3,0,1,0,0,1,0,0
3,7,307468,1,1,10,2,0,1,0,0,2,0,0
1,7,93884,3,1,5,2,0,1,0,0,2,0,1
1,7,279833,3,0,4,3,0,1,0,1,2,0,1
4,7,137658,0,1,7,2,3,1,0,0,1,1,0
2,7,101562,3,0,5,3,0,0,0,0,2,0,0
2,7,136331,1,1,6,2,0,1,0,0,1,0,0
2,7,259846,1,1,1,2,0,1,0,0,2,0,0
3,7,98719,1,2,2,3,0,0,0,0,2,0,0
5,3,168682,0,1,3,2,0,1,0,0,0,0,0
2,3,198953,2,0,5,1,4,0,0,0,0,0,0
3,7,29115,2,2,5,3,0,0,0,0,0,0,0
1,7,173673,0,0,2,3,0,0,0,0,1,1,0
1,7,67958,2,0,2,3,0,0,0,0,1,0,0
3,4,98980,3,1,4,2,0,1,1,0,1,0,1
4,5,94174,2,2,8,5,0,0,0,0,1,0,0
5,3,122442,2,1,2,2,0,1,0,0,2,0,0
5,4,154675,1,2,4,3,0,0,0,0,1,0,0
2,7,116632,1,2,3,3,0,1,0,0,2,0,1
0,7,238685,0,2,5,3,0,0,0,0,1,0,0
5,7,139391,2,1,5,2,0,1,1,0,1,0,1
2,7,169031,1,0,9,3,0,1,0,0,1,0,0
3,7,237452,3,1,5,0,0,0,0,0,0,1,1
3,7,216968,3,0,6,3,4,1,0,0,1,0,0
1,7,216479,3,1,5,0,0,0,0,0,1,0,1
0,5,126822,2,0,5,1,0,0,0,0,0,0,0
1,7,51461,3,1,8,2,0,1,0,1,1,0,1
2,7,54953,1,1,1,2,0,1,0,0,1,0,0
2,7,222654,3,1,4,2,0,1,0,0,1,0,0
2,7,37676,3,1,3,2,0,1,0,0,2,0,1
4,7,159319,4,1,4,2,0,1,0,0,2,0,1
1,7,125321,1,0,7,3,0,0,0,0,1,0,0
2,7,209609,2,1,0,2,0,1,0,0,1,0,1
2,7,224947,2,0,2,3,0,1,0,0,1,0,0
3,5,438427,2,2,8,3,4,0,0,0,1,0,0
1,3,384276,1,1,4,2,0,1,0,0,1,0,0
1,7,196805,2,1,10,2,4,1,0,0,3,0,0
1,7,242097,2,1,10,2,0,1,0,0,2,0,0
2,7,184306,3,1,5,2,0,1,0,0,2,0,0
3,7,161954,3,0,5,3,0,0,0,0,1,1,0
5,7,258561,3,1,2,2,0,1,0,0,0,0,0
4,3,95280,2,1,3,2,0,1,1,0,2,0,1
4,7,212783,1,2,2,3,0,0,0,0,1,0,0
0,7,205004,2,0,2,1,0,1,0,0,1,0,0
3,6,387844,0,1,6,2,0,1,0,0,1,0,0
2,7,83880,2,0,1,3,0,1,0,0,1,0,0
1,7,161155,1,1,2,2,0,1,0,0,1,0,0
3,6,265698,3,1,5,0,0,0,0,0,2,0,1
4,2,146477,4,1,5,2,0,1,0,0,1,0,1
0,7,97261,1,0,9,3,0,1,0,0,1,0,0
2,5,437890,1,0,4,5,4,1,0,0,3,0,0
5,3,133736,2,1,3,2,0,1,1,0,1,0,1
5,7,169983,0,2,3,3,0,0,1,0,1,0,0
2,7,126675,2,1,4,2,0,1,0,0,2,0,0
3,6,175754,4,2,5,3,0,0,0,1,2,0,0
2,7,121768,2,2,8,5,0,0,0,0,1,1,0
1,7,180052,1,0,2,1,0,1,0,0,1,0,0
1,7,124454,2,0,3,3,0,1,0,0,1,0,0
3,7,190115,1,1,3,2,0,1,0,1,2,0,0
2,7,222584,1,2,8,5,4,0,0,0,1,0,0
2,7,22245,2,2,4,3,0,1,0,0,2,0,0
3,6,114160,4,1,4,2,0,1,0,1,2,0,1
1,7,228960,2,0,8,1,0,0,0,0,1,0,0
1,7,132572,3,0,8,1,4,0,0,0,1,0,0
3,7,103020,0,1,7,0,3,0,0,0,1,1,0
2,7,187802,2,1,6,2,0,1,0,1,1,0,1
2,6,50649,4,0,5,3,0,0,0,0,2,0,0
3,7,137698,0,2,9,3,0,1,0,0,1,1,0
3,2,30575,2,1,1,2,0,1,0,0,3,0,1
4,7,202220,2,2,0,5,4,0,0,0,1,0,0
3,7,50178,1,1,0,2,0,1,0,0,1,0,1
0,7,207791,0,0,6,1,0,1,0,0,0,0,0
1,7,540712,1,0,2,4,4,1,0,1,1,0,0
3,7,321770,1,2,8,3,0,0,0,0,1,0,0
3,7,202053,1,2,3,3,0,0,0,0,1,0,0
2,7,143699,1,1,3,0,0,0,0,0,0,0,0
2,3,115066,1,1,3,2,0,1,0,0,2,0,1
1,7,223751,2,1,8,2,0,1,0,0,1,0,1
5,2,354075,3,1,4,2,0,1,0,0,2,0,1
1,7,32732,3,0,5,3,0,1,0,0,0,0,0
1,5,390867,4,0,5,3,4,0,0,0,1,0,0
2,7,101697,2,1,5,0,0,0,0,0,1,0,0
2,7,279721,1,1,10,2,0,1,0,0,1,0,0
4,7,223400,2,1,11,4,0,0,0,0,1,1,0
3,7,206357,0,1,5,0,0,0,0,0,1,1,0
2,7,76417,4,1,5,2,0,1,0,0,1,0,1
3,7,184682,1,0,5,1,0,0,0,0,0,0,0
1,7,78170,1,0,1,3,0,1,0,0,2,0,0
2,7,201410,1,1,6,2,0,1,0,0,1,0,0
1,7,189013,2,0,3,1,0,0,0,0,1,0,0
2,7,119913,2,1,5,2,0,1,0,0,1,0,1
2,7,549174,1,1,1,2,0,1,0,0,2,0,1
1,6,214706,1,0,2,5,0,0,0,0,1,0,0
1,7,33811,3,1,5,0,3,0,0,0,1,1,1
3,7,234220,1,2,7,1,0,0,0,0,1,1,0
1,7,237720,1,0,1,1,0,1,0,0,1,0,0
1,7,185942,4,0,5,1,0,0,0,0,1,0,1
5,6,286983,2,1,2,2,0,1,0,0,1,0,0
0,7,140027,0,0,2,1,0,0,0,0,1,0,0
0,7,115258,0,0,5,1,0,1,0,0,0,0,0
4,7,155408,1,2,6,5,0,0,0,0,1,0,0
5,7,117963,1,1,5,2,0,1,0,0,2,0,0
1,7,158737,0,1,7,4,3,1,0,0,1,1,0
1,6,199471,2,0,0,1,0,0,0,0,1,0,0
2,7,287701,2,2,1,5,0,1,0,0,2,0,1
2,7,137707,2,1,0,0,0,0,0,0,1,0,1
2,5,108116,1,1,0,2,0,1,0,0,1,0,0
1,7,366900,1,0,1,1,0,1,0,0,1,0,0
4,2,187355,2,1,3,0,0,0,0,0,2,1,1
2,7,33105,3,1,5,2,2,1,0,0,3,0,1
4,3,268639,2,1,5,0,0,0,0,1,2,1,0
1,7,358975,2,0,11,3,0,0,0,0,2,1,0
2,7,199227,3,1,4,2,0,1,0,0,2,0,1
3,7,248249,0,1,6,2,0,1,0,0,2,0,0
2,7,460437,0,2,3,3,0,0,0,0,1,0,0
3,7,187294,2,2,1,5,0,1,0,0,1,0,0
3,7,115932,2,1,5,2,0,1,0,0,1,0,0
3,7,181762,3,1,10,2,0,1,1,0,2,0,1
1,7,27049,2,0,3,1,0,0,0,0,0,0,0
3,7,806552,2,1,3,2,0,1,0,0,2,0,1
3,7,150755,4,1,4,2,0,1,1,0,2,1,1
5,7,69867,2,1,5,2,0,1,1,0,2,0,1
1,7,160786,0,2,1,3,0,1,0,0,2,1,0
2,7,219546,3,1,5,2,0,1,0,0,1,0,1
4,7,24872,2,2,10,3,2,0,0,0,1,0,0
1,7,110371,0,0,7,5,0,1,0,0,1,1,0
1,7,376474,1,1,5,2,0,1,0,0,1,0,0
1,7,304602,1,0,6,1,0,1,0,0,1,0,0
2,7,143699,2,0,5,5,0,0,0,0,1,0,0
1,7,238917,0,0,7,3,0,1,0,0,1,1,0
4,7,200618,3,1,5,2,0,1,0,0,1,0,0
2,7,183043,4,1,4,2,0,1,0,1,2,0,1
3,6,209752,4,1,4,2,0,1,0,0,2,0,1
3,7,175653,2,2,5,3,0,0,1,0,1,0,1
3,7,196707,1,1,7,2,0,1,1,0,2,0,1
2,6,98725,3,0,0,1,0,0,0,0,2,0,0
2,3,180150,4,1,5,2,0,1,0,0,2,0,1
5,7,151227,3,1,2,2,0,1,0,0,1,0,1
0,7,118847,1,0,5,1,0,0,0,0,1,0,0
3,7,282538,2,2,7,3,4,0,0,0,1,0,0
4,7,89534,1,1,1,2,0,1,0,0,1,0,1
1,7,291011,1,0,1,3,0,1,0,0,1,0,0
5,7,166187,1,2,4,5,0,1,0,0,1,0,1
0,7,188669,2,0,3,1,0,0,0,0,1,0,0
2,7,178948,3,0,5,3,0,0,0,0,2,0,0
3,2,188738,1,1,4,2,0,1,0,1,2,1,1
2,3,160808,2,1,2,2,4,1,0,0,1,0,0
4,7,93605,1,1,3,2,0,1,0,1,1,0,1
3,7,318331,1,1,7,2,0,1,0,0,1,0,0
3,7,109921,1,2,5,5,4,0,0,0,1,0,0
2,7,87605,1,0,2,5,4,0,0,0,1,0,0
5,3,89477,2,2,9,3,0,0,0,0,0,0,0
1,7,48301,2,0,6,1,0,1,0,0,1,0,0
1,7,220748,1,0,6,4,4,1,0,0,2,0,0
2,7,387068,1,1,4,2,0,1,0,0,1,0,1
1,7,250743,2,2,8,3,4,1,0,0,1,0,0
1,7,78258,2,2,5,5,0,0,0,0,1,0,0
3,7,31387,4,2,5,5,2,0,0,0,1,0,0
2,7,289190,1,2,1,5,0,1,0,0,1,0,0
1,7,604537,1,0,10,5,0,1,0,0,1,1,0
2,7,328466,0,1,2,2,0,1,0,0,1,1,0
3,7,403187,1,2,6,5,4,0,0,0,1,0,0
2,7,219546,2,1,1,2,0,1,1,0,2,0,1
3,7,220531,4,1,5,2,0,1,0,0,2,0,1
1,7,204648,2,0,7,5,4,0,0,0,1,0,0
3,3,201908,4,1,5,2,0,1,1,0,2,0,1
3,7,109912,3,1,5,0,0,0,0,0,0,0,1
0,7,365683,1,0,8,1,0,0,0,0,0,0,0
3,7,175674,3,1,0,2,0,1,0,0,1,0,1
2,7,203488,1,1,6,2,0,1,0,0,1,0,0
1,7,106406,2,1,1,2,0,1,0,0,1,0,0
5,7,172756,0,2,7,3,0,0,1,0,1,1,0
2,7,125167,2,1,4,2,0,1,0,0,2,0,1
4,7,249339,1,1,1,2,0,1,0,0,1,0,0
1,7,94652,2,0,1,1,2,1,0,0,1,0,0
2,7,195394,2,1,5,2,0,1,1,0,1,0,1
1,7,130302,1,0,6,5,0,1,0,0,1,0,0
2,7,66686,2,1,7,2,0,1,0,0,1,0,1
3,7,336042,1,2,10,3,0,1,0,0,1,0,0
1,7,193586,2,2,9,4,0,0,0,0,1,0,0
3,7,325461,3,1,4,2,0,1,0,1,2,0,1
4,6,313852,4,2,5,3,0,0,0,0,1,0,0
2,6,30509,4,0,5,3,0,0,0,1,2,0,0
1,6,32639,2,0,5,3,0,1,0,0,0,0,0
0,7,234953,2,0,8,1,0,0,0,0,1,0,0
3,7,120629,3,2,4,3,4,0,1,0,2,0,1
3,7,350379,0,2,11,5,0,0,0,0,1,1,0
1,7,176967,0,0,5,3,0,0,0,0,3,0,0
2,7,36423,1,1,10,2,0,1,0,0,1,0,1
2,7,123397,1,1,10,0,0,0,1,0,1,0,1
2,7,130813,1,2,7,4,0,0,0,0,1,0,0
3,3,35236,2,1,9,2,0,1,0,0,3,0,0
4,7,33350,1,2,2,5,0,0,0,0,1,0,0
4,7,177380,1,2,8,3,0,0,0,0,1,0,0
2,7,216129,2,2,4,5,4,0,0,0,1,1,0
2,7,335104,3,2,5,3,0,0,0,0,1,0,0
4,3,199741,1,2,1,3,0,1,0,1,1,0,0
4,2,165881,4,1,5,2,0,1,0,0,1,0,0
2,6,387777,2,1,12,2,0,1,0,0,2,0,0
3,3,149943,4,1,5,2,1,1,0,0,2,1,1
2,7,188834,1,1,1,2,0,1,0,0,1,0,0
4,7,290661,1,1,1,2,0,1,0,0,1,0,0
2,7,155603,2,0,2,1,4,0,0,1,1,0,0
1,7,114838,4,0,5,3,0,0,0,0,0,1,0
4,6,168553,3,1,4,2,0,1,0,0,1,0,0
1,7,103064,3,0,0,3,0,0,0,0,1,0,0
2,7,123833,2,0,3,3,0,1,0,0,2,0,0
4,4,55621,2,1,2,2,4,1,0,0,1,0,0
5,6,189834,0,2,2,3,0,0,0,0,0,0,0
2,7,217926,2,1,7,2,4,1,0,0,2,0,0
1,3,341672,1,2,10,4,1,1,0,1,2,1,1
1,7,163003,3,0,8,1,1,0,1,0,1,1,0
1,7,194352,3,2,5,3,0,0,0,0,2,0,0
5,7,54878,1,2,5,3,0,0,0,0,1,0,0
1,7,393248,2,0,8,1,0,1,0,0,1,0,0
2,7,279315,1,0,2,1,4,1,0,0,1,0,0
2,7,392812,2,1,6,2,0,1,0,0,2,0,1
3,2,34998,2,1,9,2,0,1,0,0,2,0,0
4,2,51016,1,1,4,2,0,1,0,0,2,0,1
4,6,132717,3,1,4,2,0,1,0,0,2,0,0
3,7,186078,2,0,7,3,0,0,0,0,2,0,0
2,2,196123,4,1,4,2,0,1,0,0,3,0,1
3,2,304906,3,1,3,2,0,1,0,0,2,0,1
1,7,41521,1,0,2,3,0,0,0,0,1,0,0
2,7,346847,2,2,5,4,0,0,0,0,1,0,0
2,3,107233,1,0,1,4,2,1,0,0,1,0,0
2,7,150125,2,2,2,5,4,0,0,0,1,0,0
2,7,400535,2,1,8,2,0,1,0,0,1,0,0
2,7,409622,3,1,7,2,3,1,0,0,1,1,0
1,7,136448,3,0,8,3,4,0,0,0,1,0,0
2,3,202950,3,1,4,2,0,1,0,0,2,1,0
2,6,197012,3,2,0,3,0,0,1,0,1,1,1
4,7,237691,1,1,2,2,0,1,0,0,1,1,0
1,7,170277,1,0,2,3,0,0,0,0,1,0,0
1,7,160784,2,0,3,3,0,1,0,0,2,0,0
1,7,33798,0,0,10,3,0,1,0,0,2,0,0
1,7,197838,3,0,4,3,0,1,0,0,1,0,0
2,7,223212,0,0,6,1,0,1,0,0,2,0,0
2,7,125762,1,1,3,2,0,1,0,0,2,0,1
0,7,283969,2,0,6,4,0,1,0,0,0,0,0
1,7,374163,0,1,9,2,3,1,0,0,2,1,0
3,5,118567,2,1,9,2,0,1,0,0,1,0,0
1,7,147655,1,0,2,1,0,0,0,0,1,0,0
3,7,82797,3,1,4,2,0,1,0,0,2,0,1
2,6,142573,1,1,4,2,0,1,0,0,2,0,1
3,7,235167,0,2,11,3,0,0,0,0,1,1,0
1,7,53245,3,0,3,3,0,1,0,1,0,0,0
3,7,28035,3,1,4,2,0,1,0,0,2,0,1
3,7,247082,1,2,4,3,0,1,0,0,2,0,0
1,7,123397,1,0,6,5,0,0,0,0,1,0,0
1,6,133327,2,0,9,3,0,1,0,0,1,0,0
2,7,102270,0,2,7,5,0,0,0,0,1,0,0
5,7,45817,0,1,5,2,0,1,0,0,2,0,0
4,7,240988,0,1,7,4,1,1,0,0,1,1,0
0,7,386378,1,0,2,3,0,1,0,0,1,0,0
2,5,350651,0,1,0,0,0,0,0,0,1,0,1
0,5,76142,0,0,2,1,0,1,0,0,0,0,0
5,7,73773,1,2,3,3,0,0,0,0,1,0,0
3,7,281504,2,1,5,2,0,1,0,0,1,0,0
2,6,293358,2,0,4,5,4,0,0,0,2,0,0
3,7,146906,4,1,5,2,0,1,0,0,2,0,1
4,3,331474,1,1,8,0,0,0,0,0,0,0,1
0,7,213719,1,0,3,1,4,0,0,0,0,0,0
0,7,101795,0,0,6,1,0,1,0,0,1,0,0
2,7,228265,1,0,6,1,0,0,0,0,1,0,0
3,3,130206,1,2,2,3,0,0,0,0,1,0,0
2,7,324254,1,1,7,2,0,1,0,0,1,0,0
1,7,223019,1,0,8,3,0,0,0,0,1,0,0
2,7,189666,1,1,2,2,0,1,0,0,2,0,0
2,7,139086,1,1,6,2,0,1,0,0,1,0,0
1,7,359327,2,1,3,2,0,1,0,0,2,0,0
3,3,75065,0,1,4,2,1,1,0,0,2,1,0
4,7,139843,1,2,4,3,0,0,0,0,2,0,0
1,7,34310,2,1,1,2,0,1,0,1,1,0,0
4,7,346014,2,1,1,0,0,0,0,0,1,0,0
2,6,163278,2,0,8,3,0,0,1,0,2,0,0
4,7,31460,1,2,2,3,0,1,0,0,1,0,0
4,2,33725,3,1,1,2,0,1,0,0,2,0,1
5,7,63552,0,2,5,3,0,0,0,0,1,0,0
4,5,300623,1,2,8,5,0,0,0,0,1,0,0
1,6,177072,2,0,5,4,0,1,0,0,0,0,0
5,7,37331,1,1,5,2,0,1,0,0,0,0,0
3,7,167725,2,2,7,3,0,1,0,0,1,0,0
0,7,131180,0,0,5,1,0,0,0,0,0,0,0
4,7,275859,1,2,1,5,0,1,1,0,2,1,1
3,7,275181,0,2,2,3,0,1,0,0,1,1,0
2,7,398988,2,0,4,3,0,1,0,0,1,0,0
2,7,222654,0,2,7,3,0,1,0,0,1,0,0
2,3,111129,2,1,1,2,0,1,0,0,2,0,0
1,3,137795,3,1,4,2,0,1,0,0,0,0,0
2,6,242150,2,1,0,2,0,1,0,0,2,0,0
2,5,237873,1,0,2,5,4,0,0,0,1,0,0
3,7,367749,3,0,5,3,0,0,0,0,2,1,0
1,7,206600,3,0,1,1,0,1,0,0,1,1,0
3,4,247043,1,2,8,3,0,1,0,0,1,0,0
2,7,187702,3,0,0,3,0,1,0,0,1,0,0
5,7,41718,0,1,3,2,0,1,0,0,1,0,0
2,7,151835,4,1,3,2,0,1,0,0,2,0,1
0,7,118938,0,0,3,1,0,1,0,0,0,0,0
3,7,224870,1,2,7,4,3,0,0,0,1,1,0
3,7,178341,4,1,5,2,0,1,0,0,2,0,0
2,7,61343,2,1,3,2,0,1,0,0,2,0,0
2,7,36989,1,2,1,5,0,1,0,0,1,0,0
2,3,226296,1,1,5,2,0,1,0,0,2,0,0
1,7,186624,1,1,2,0,0,0,0,0,1,1,0
0,7,172582,2,0,3,1,0,1,0,0,1,0,0
4,5,227392,2,1,12,2,0,1,0,0,2,0,0
3,7,187563,2,2,2,3,0,1,0,0,1,0,0
6,7,137499,1,2,3,4,0,0,0,0,0,0,0
2,7,239397,0,1,1,2,0,1,0,0,1,1,0
2,6,327164,4,1,4,2,0,1,0,0,2,0,0
1,7,140798,3,0,8,3,0,0,0,0,1,0,0
1,2,187450,3,1,3,2,0,1,0,0,2,0,1
4,7,194580,0,2,9,5,0,1,0,0,1,0,0
3,7,372682,2,1,8,0,0,0,0,0,1,0,1
0,7,235442,2,0,2,3,0,1,0,0,1,0,0
1,7,128065,2,1,0,2,0,1,0,0,2,0,0
4,7,91545,0,2,8,5,4,0,0,0,1,0,0
1,7,154604,1,2,3,5,0,0,0,0,1,0,0
2,4,192150,1,2,8,5,0,0,0,0,1,0,0
1,6,216522,3,0,5,1,4,0,0,0,2,0,0
4,7,156040,2,1,7,2,4,1,0,1,1,0,1
1,7,206861,3,0,8,1,0,1,0,0,1,0,0
3,7,97632,2,2,3,3,1,0,0,0,1,0,0
1,7,189530,2,0,3,1,0,1,0,0,1,0,0
1,5,381789,2,2,4,1,0,1,0,1,1,0,0
4,2,368797,1,1,4,2,0,1,0,0,1,0,0
1,5,41183,2,0,5,1,0,0,0,0,0,0,0
3,7,191062,1,1,6,2,0,1,0,0,1,0,0
1,7,132963,1,1,6,2,4,1,0,0,1,0,0
4,7,153551,3,0,5,3,0,0,0,0,2,0,0
1,3,66473,3,1,4,2,0,1,0,0,2,0,0
2,7,240323,1,2,3,5,4,0,0,0,0,0,0
5,6,242095,3,1,4,2,0,1,1,0,1,0,1
2,2,128016,1,2,3,5,0,0,0,0,1,0,0
0,7,29526,2,0,2,1,0,0,0,0,0,0,0
1,7,342953,1,2,8,5,4,0,0,0,1,0,0
2,7,215476,1,0,6,5,4,0,0,0,1,0,0
4,7,231919,1,1,7,2,0,1,0,0,2,0,0
2,7,52537,2,0,0,3,4,1,0,0,1,0,0
0,7,27920,0,0,4,1,0,0,0,0,1,0,0
4,7,153052,1,1,1,2,0,1,0,0,1,0,1
2,3,199303,3,1,5,2,0,1,0,0,1,0,0
3,7,233369,2,2,5,5,0,0,0,0,1,0,0
3,7,345789,3,1,5,0,0,0,1,0,2,0,1
4,7,238913,3,1,3,2,0,1,0,0,2,0,1
1,3,195607,1,1,3,0,0,0,0,0,1,0,0
2,7,245173,1,2,3,3,0,1,0,1,2,0,0
2,7,138441,1,2,10,3,0,1,0,0,1,0,0
1,7,67467,1,1,0,2,0,1,0,0,1,0,0
3,7,102569,4,1,4,2,0,1,1,0,3,0,1
1,7,213341,0,2,6,1,0,1,0,1,1,1,0
1,7,37202,3,0,5,3,0,0,0,0,2,0,0
3,7,140219,1,0,8,4,0,0,0,0,1,0,0
0,7,298860,0,0,6,1,0,1,0,0,0,0,0
1,7,51362,3,0,3,3,0,0,0,0,0,0,0
2,7,199947,2,2,7,1,0,0,0,0,1,0,0
4,3,32552,1,1,10,2,0,1,0,0,2,0,0
2,7,183845,1,1,2,0,0,0,0,0,1,1,0
2,7,181091,0,2,1,3,0,1,0,0,1,1,0
4,2,135643,3,1,8,0,1,0,0,0,2,1,0
3,5,96249,2,1,4,2,0,1,1,0,1,0,0
4,7,181220,1,1,4,2,0,1,0,0,2,0,0
4,7,133025,1,1,10,2,0,1,0,0,2,0,0
4,3,124865,2,2,3,3,0,0,0,0,1,0,0
4,7,45599,1,2,5,3,0,1,0,0,1,0,0
2,7,194293,2,0,8,3,0,0,1,0,1,0,0
3,7,102180,4,1,4,2,0,1,0,0,2,0,1
3,7,121130,1,2,2,5,0,0,0,0,1,0,0
1,7,138768,2,0,4,1,0,1,0,0,2,0,0
3,5,98989,1,1,2,2,2,1,0,0,1,0,0
1,5,126327,2,0,8,5,4,0,0,0,1,0,0
1,7,113364,3,0,3,1,0,1,0,0,0,0,0
1,7,326199,0,1,1,2,0,1,1,0,1,0,0
3,7,376789,1,0,2,3,0,1,0,0,0,0,0
1,7,137063,3,1,3,2,0,1,0,0,2,0,0
1,7,279145,1,1,1,2,0,1,0,0,2,0,0
2,7,178815,3,0,4,3,0,1,1,0,1,0,1
1,3,245369,1,2,1,1,0,1,0,0,1,0,0
1,4,49593,4,0,5,3,4,0,0,0,1,0,0
3,5,238648,1,1,2,2,4,1,1,0,1,0,1
3,7,166181,2,1,8,0,4,0,0,0,2,0,1
5,2,249043,3,1,3,2,0,1,1,0,1,0,1
3,7,156403,0,1,6,2,0,1,0,0,1,0,0
6,7,128529,1,2,5,3,0,0,0,0,0,0,0
2,4,186934,3,1,8,2,0,1,0,1,2,0,1
3,7,148489,1,2,5,3,1,1,0,0,1,1,0
3,6,387770,2,2,8,5,0,0,0,0,0,0,0
3,7,115511,4,1,5,2,0,1,0,0,2,0,0
2,7,201410,3,1,10,2,0,1,0,1,2,1,1
2,7,220585,2,1,4,2,0,1,0,0,2,0,1
4,3,282066,3,1,4,2,0,1,0,1,2,0,1
2,7,280966,2,1,7,2,0,1,0,0,2,0,1
1,7,291586,3,0,10,1,0,1,0,0,0,0,0
1,7,142227,3,0,8,3,0,0,0,0,1,0,0
0,7,104025,0,0,5,1,0,1,0,0,0,0,0
3,6,148254,4,2,5,3,0,0,0,0,1,0,0
4,7,170562,2,1,4,2,0,1,0,0,2,0,1
1,7,222490,2,0,3,1,0,0,0,0,1,0,0
5,6,57674,4,1,5,2,0,1,0,0,2,0,0
1,7,233624,1,1,1,2,0,1,0,0,2,0,0
1,7,42734,2,0,2,3,0,1,0,0,1,0,0
2,7,233107,0,1,1,2,0,1,0,0,1,1,0
5,7,143110,3,2,5,3,0,0,0,0,1,0,0
3,7,195844,2,1,4,2,0,1,0,0,2,0,1
